# AP's MAC (anonymized); channels; BSSIDs (anonymized); ESSIDs (anonymized); 802.11n; 802.11ac; 802.11ax; 802.11be; Manufacturers
647;5220|5220;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
648;5580;;;1;1;0;0;5;
649;5580;;;1;1;0;0;5;
650;5580;;;1;1;1;0;6;
651;5580;;;1;1;1;0;6;
652;5580;;;1;1;1;0;6;
653;2412|2412;;;1;1;0;0;5;Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
654;2412|2417;;;1;1;0;0;5;Qualcomm Inc.|MICROSOFT CORP.
655;2462;;;1;0;0;0;4;
656;5580|5580;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
657;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom
658;5580|5580;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Broadcom|Epigram, Inc.
659;2462|5180;;;1;1;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
660;2437;;;1;0;1;0;6;
661;5540;;;1;1;1;1;7;
662;2417;;;1;0;0;0;4;
663;5745;;;1;0;0;0;4;
664;2462|5180;;;1;1;1;0;6;Wi-Fi Alliance|MICROSOFT CORP.|MICROSOFT CORP.
665;2412;;;1;0;0;0;4;
666;2437;;;1;0;0;0;4;
667;2457|2462|2467;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|Broadcom
668;5520;;;1;1;0;0;5;
669;5745;;;1;1;0;0;5;
670;2452|2457|2462;;;1;1;0;0;5;MICROSOFT CORP.|Samsung Electronics Co.,Ltd|Qualcomm Inc.|MICROSOFT CORP.
671;2462;;;0;0;0;0;<4;
672;2462|2462|2467|2457;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
673;2412|2412;;;1;0;0;0;<4;MICROSOFT CORP.|MICROSOFT CORP.
674;5280;;;1;0;0;0;4;
675;2462|2457|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
676;5240|5240;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
677;2462|2462;;;1;0;0;0;<4;MICROSOFT CORP.|MICROSOFT CORP.
678;2462|2467|2467;;;1;0;0;0;<4;MICROSOFT CORP.|MICROSOFT CORP.
679;5620|5620;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
680;2412;;;1;1;1;0;6;
681;2412|2412;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|FUJIAN STAR-NET COMMUNICATION CO.,LTD|Broadcom
682;2447|2452|5200|5200;;;1;1;0;0;5;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
683;2447|2452;;;1;1;0;0;5;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
684;2432|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
685;5805;;;1;1;1;0;6;
686;5220;;;1;1;1;0;6;
687;5805|5805;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|FUJIAN STAR-NET COMMUNICATION CO.,LTD|Broadcom|Epigram, Inc.
688;5200|2457|2462|2467;;;1;1;0;0;5;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
689;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
690;2412|2412;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|FUJIAN STAR-NET COMMUNICATION CO.,LTD|Broadcom
691;5200|5200;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|FUJIAN STAR-NET COMMUNICATION CO.,LTD|Broadcom|Epigram, Inc.
692;5745|5745;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|FUJIAN STAR-NET COMMUNICATION CO.,LTD|Broadcom|Epigram, Inc.
693;5745;;;1;1;0;0;5;
694;2412|2417|5260|5260;;;1;1;0;0;4;MICROSOFT CORP.|Broadcom|Epigram, Inc.|Broadcom
695;5200|5200;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|FUJIAN STAR-NET COMMUNICATION CO.,LTD|Broadcom|Epigram, Inc.
696;2462;;;1;1;1;0;6;
697;2412;;;1;0;0;0;4;
698;2412|2412;;;1;0;0;0;4;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
699;5785;;;1;1;1;0;6;
700;2412|5500;;;1;1;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
701;2422|2432|2437|2442|2452;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
702;2412|2412;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.|FUJIAN STAR-NET COMMUNICATION CO.,LTD|Broadcom
703;2447;;;1;0;0;0;4;
704;2462|2462;;;1;0;0;0;4;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
705;2472;;;1;1;0;0;5;
706;2462|2467|5220;;;1;1;1;0;4;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
707;5220;;;1;1;1;0;6;
708;2462|5220;;;1;1;1;0;4;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
709;2462|5220;;;1;1;1;0;4;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
710;5220;;;1;1;1;0;6;
711;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
712;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
713;5700;;;1;1;0;0;5;
714;2412|2412;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
715;5500|5500;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
716;2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
717;2432|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
718;2432|2437|2442;;;1;0;0;0;4;Broadcom|Broadcom
719;2437|2427|2432|2442|2442|2447;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
720;5660|5660;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
721;2417|2422|2427;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
722;2437|2437;;;1;0;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
723;2422|2427|2432|5180;;;1;1;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
724;2432|2437|2442;;;1;1;0;0;5;MICROSOFT CORP.|Samsung Electronics Co.,Ltd|Qualcomm Inc.|MICROSOFT CORP.
725;5765;;;1;1;0;0;5;
726;2442|2447|2452;;;1;0;0;0;4;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
727;2437|2442;;;1;1;0;0;5;MICROSOFT CORP.
728;2412;;;1;0;0;0;4;
729;2432|2437|2442;;;1;0;1;0;6;Broadcom|Apple, Inc.|Apple, Inc.
730;2412|2417|2417|5520|5520;;;1;1;0;0;4;MICROSOFT CORP.|Epigram, Inc.|Broadcom|MICROSOFT CORP.
731;2412|2412;;;1;0;0;0;4;Broadcom
732;2412|5560|5560;;;1;1;0;0;4;MICROSOFT CORP.|Broadcom|Epigram, Inc.|MICROSOFT CORP.
733;2412|2412;;;1;0;0;0;4;Broadcom
734;2432|2437|2442|2442;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
735;2412|2417;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.
736;2452|2457|2462|2467|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
737;2437|5260;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
738;2432|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
739;2462|5600;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
740;2462|5620;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
741;2462;;;1;0;0;0;4;
742;2462|5560;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
743;2462|5200;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
744;2412|5540;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
745;2437|5260;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
746;2462|5540;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
747;2437|5280;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
748;2412|5540;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
749;2462|5560|5600;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
750;2462;;;1;0;0;0;4;
751;2462|5320;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
752;2412|5600;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
753;5560;;;1;1;0;0;5;
754;2462;;;1;0;0;0;4;
755;2437;;;1;0;0;0;4;
756;2437|2467|5560;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
757;5240|5520;;;1;1;0;0;5;Cisco Systems, Inc|MICROSOFT CORP.
758;2462|5260;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
759;2462|5200;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
760;5660;;;1;1;0;0;5;
761;2437|5240;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
762;2462|5660;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
763;2437|5600;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
764;5580|5300;;;1;1;0;0;5;Cisco Systems, Inc|MICROSOFT CORP.
765;2462|5180;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
766;5240|5620;;;1;1;0;0;5;Cisco Systems, Inc|MICROSOFT CORP.
767;2462|5580;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
768;2412|2417|2422;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
769;5200|5200;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
770;2437|2442|2447;;;1;0;0;0;4;HUAWEI TECHNOLOGIES CO.,LTD|Broadcom|MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD
771;2437;;;1;0;0;0;4;
772;2412|2417;;;1;1;0;0;5;MICROSOFT CORP.
773;2457|2462|2467;;;1;0;0;0;4;Samsung Electronics Co.,Ltd|Broadcom|Epigram, Inc.|MICROSOFT CORP.|Samsung Electronics Co.,Ltd
774;2462;;;1;0;0;0;4;
775;2467;;;1;0;0;0;4;
776;2452|2457|2462|5180;;;1;1;1;0;4;TP-LINK TECHNOLOGIES CO.,LTD.|MICROSOFT CORP.|MICROSOFT CORP.
777;2412|2417;;;1;1;0;0;5;MICROSOFT CORP.
778;2437;;;1;0;0;0;4;
779;2437;;;1;0;1;0;6;
780;2437;;;1;0;1;0;6;
781;2412|2412;;;1;0;0;0;4;Broadcom
782;2462|2467|2457;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
783;2437|2437;;;1;0;0;0;4;Broadcom
784;2412|2417|2417;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.
785;2412|2412;;;1;0;0;0;4;Broadcom
786;2467|2472;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
787;2437;;;0;0;0;0;<4;
788;2412|5660;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
789;2437;;;1;0;0;0;4;
790;2437|5500;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
791;2462;;;1;0;0;0;4;
792;2437;;;1;0;0;0;4;
793;2412|5320;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
794;2412|5300;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
795;2462;;;1;0;0;0;4;
796;5220|2457|2462|2467;;;1;1;0;0;5;Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
797;2417;;;1;0;0;0;4;
798;2412;;;1;0;0;0;4;
799;2452|2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
800;2422|2427|2427|5260;;;1;1;0;0;4;Routerboard.com|Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
801;2437;;;1;0;0;0;4;
802;2462;;;1;0;0;0;4;
803;5260;;;1;1;0;0;5;
804;2442;;;1;0;0;0;4;
805;2462;;;1;0;0;0;4;
806;2422|2427;;;1;0;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
807;2437|2437|2442|2442;;;1;0;1;0;6;Epigram, Inc.|Broadcom|Epigram, Inc.
808;2437|2437;;;1;0;1;0;6;Epigram, Inc.|Broadcom|Epigram, Inc.
809;2462;;;1;1;0;0;5;
810;2467|2472;;;1;0;0;0;4;MICROSOFT CORP.
811;5220;;;1;1;0;0;5;
812;2457|2462|2467|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
813;2462|2467;;;1;0;0;0;4;
814;2447|2452;;;1;0;0;0;4;Ralink Technology, Corp.|MICROSOFT CORP.
815;2412|2417;;;1;0;1;0;6;Broadcom|Apple, Inc.|Apple, Inc.
816;2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
817;2417;;;1;0;1;0;6;
818;5220;;;1;1;1;0;6;
819;5180|2457|2462|2467;;;1;1;0;0;5;MICROSOFT CORP.|Atheros Communications, Inc.|MICROSOFT CORP.
820;2457;;;1;1;0;0;5;
821;2432|2437|2442|2447|2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
822;2412|2412;;;1;0;0;0;4;Broadcom
823;2412|2417|2422|2422;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
824;2462|2467|2472|2472;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
825;2462;;;1;0;0;0;4;
826;2442|2447|2452;;;1;1;0;0;5;Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
827;2457|2462;;;1;1;0;0;5;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
828;2462;;;1;1;0;0;5;
829;2462;;;1;1;0;0;5;
830;2462|2467;;;1;0;0;0;4;Broadcom|Apple, Inc.
831;2447;;;1;0;0;0;4;
832;2447;;;1;0;0;0;4;
833;2437|2442|2447|5500;;;1;1;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
834;2412;;;1;0;0;0;4;
835;2472;;;1;0;0;0;4;
836;2462|2467|2467;;;1;0;1;0;6;MICROSOFT CORP.|Broadcom|Epigram, Inc.|MICROSOFT CORP.
837;2437|2437;;;1;0;1;0;6;MICROSOFT CORP.|Broadcom|Epigram, Inc.
838;2432|2437;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.
839;2427;;;1;0;0;0;4;
840;5680|2412;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
841;2447;;;1;1;1;1;7;
842;2462|2467;;;1;1;0;0;5;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
843;2412;;;1;1;0;0;5;
844;2412|2417;;;1;1;0;0;5;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
845;2437|2442;;;1;1;0;0;5;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
846;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
847;2462;;;1;1;0;0;5;
848;2422;;;1;0;0;0;4;
849;2412;;;1;0;0;0;4;
850;2412|2417;;;1;0;1;0;6;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
851;2462;;;1;1;0;0;5;
852;2462;;;1;1;0;0;5;
853;2422|2427;;;1;1;1;0;6;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
854;2462|2467|2472;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
855;2457|2462;;;1;1;0;0;5;MICROSOFT CORP.
856;2457|2462|2467;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
857;2462;;;1;1;0;0;5;
858;2462;;;1;1;0;0;5;
859;2462;;;1;1;0;0;5;
860;2462;;;1;0;1;0;6;
861;2462;;;1;1;1;0;6;
862;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
863;2417|5180;;;1;1;0;0;4;
864;2437|5200;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
865;2462|5180;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
866;2437;;;1;0;0;0;4;
867;2422;;;1;0;0;0;4;
868;2427|2432|2437;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
869;2437;;;1;0;0;0;4;
870;2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
871;2442;;;1;0;0;0;4;
872;2437|2442|2447;;;1;0;0;0;4;
873;2442;;;1;0;0;0;4;
874;5500|2462;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
875;2472;;;1;0;0;0;4;
876;2447|2452;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
877;2412|2417;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
878;2432;;;1;0;0;0;4;
879;2412|2417;;;1;0;0;0;4;MICROSOFT CORP.
880;2462|5620;;;1;1;1;0;6;Grandstream Networks, Inc.|Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
881;2412;;;1;1;1;0;6;
882;2412;;;1;1;1;0;6;
883;2437|2437;;;1;1;1;0;6;Grandstream Networks, Inc.|Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
884;2462|5180;;;1;1;1;0;6;Grandstream Networks, Inc.|Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
885;2462;;;1;1;1;0;6;
886;2462;;;1;1;1;0;6;
887;2472;;;1;0;0;0;4;
888;2412|5520|5680;;;1;1;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
889;5620;;;1;1;1;0;6;
890;2412|2412;;;1;0;0;0;4;Broadcom
891;2412|2417|2417;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.
892;2437;;;1;0;0;0;4;
893;2437|2437;;;1;0;0;0;4;Broadcom
894;2437|2437;;;1;0;0;0;4;Broadcom
895;2452;;;1;0;0;0;4;
896;2452;;;1;0;1;0;6;
897;2447;;;1;0;1;0;6;
898;2437|5220;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
899;2412|5300;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
900;2412|5280;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
901;2437;;;1;0;0;0;4;
902;2412|5660;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
903;2437|5220;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
904;2437|5180;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
905;2462|5280;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
906;2412|5180;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
907;2437|5240;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
908;2437|5660;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
909;2437|5500;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
910;2437|5320;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
911;2412|5220;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
912;2412;;;1;0;0;0;4;
913;2412|5660;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
914;2412|5180;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
915;2437|5200;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
916;2462;;;1;0;0;0;4;
917;2412|5220;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
918;2437|5500;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
919;2412|5560;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
920;2412;;;1;0;0;0;4;
921;2437|5660;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
922;2437|5200;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
923;2412|5500;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
924;2412;;;1;0;0;0;4;
925;2412;;;1;0;0;0;4;
926;2437|5660;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
927;2462|5320;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
928;2412;;;1;0;0;0;4;
929;2437|5300;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
930;2437;;;1;1;1;0;6;
931;2437|2442;;;1;0;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
932;2432|2437|2442;;;0;0;0;0;<4;
933;2432|2437|2442;;;0;0;0;0;<4;
934;2432|2437|2442|2447;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
935;2437;;;1;0;0;0;4;
936;2462;;;1;0;0;0;4;
937;2437|2442|2447;;;1;0;0;0;4;
938;2437|2442|2447;;;1;0;0;0;4;
939;5500;;;1;1;1;0;6;
940;5500|5500;;;1;1;1;0;6;MICROSOFT CORP.|Broadcom|Epigram, Inc.
941;2412|2417;;;1;1;0;0;5;MICROSOFT CORP.
942;5180;;;1;1;1;0;6;
943;2417;;;1;1;1;0;6;
944;2422|2427|2432|2432;;;1;0;0;0;4;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
945;2422;;;1;0;0;0;4;
946;2437|2442|2447;;;1;0;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
947;2437|5180;;;1;1;1;1;7;Grandstream Networks, Inc.|Wi-Fi Alliance|Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
948;5180;;;1;1;1;1;7;
949;2412;;;1;0;0;0;4;
950;2412|2417;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.
951;2412|5540|5540;;;1;1;0;0;4;MICROSOFT CORP.|Broadcom|Epigram, Inc.|MICROSOFT CORP.
952;2437|2437;;;1;0;0;0;4;Broadcom
953;2412|2412;;;1;0;0;0;4;Broadcom
954;2467|2472;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.
955;2437;;;1;0;0;0;4;
956;2462;;;0;0;0;0;<4;
957;2437;;;0;0;0;0;<4;
958;2427|2427;;;0;0;0;0;<4;Cisco Systems, Inc|Cisco Systems, Inc
959;2412;;;0;0;0;0;<4;
960;2462;;;1;0;0;0;4;
961;2462;;;0;0;0;0;<4;
962;2457|2462|2467;;;0;0;0;0;<4;MICROSOFT CORP.|MICROSOFT CORP.
963;5220|2467|2472;;;1;1;0;0;5;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
964;2437;;;1;0;0;0;4;
965;2412|2412|6175|5200|5200;;;1;1;1;0;6;MICROSOFT CORP.|Atheros Communications, Inc.|Cisco Systems, Inc|MICROSOFT CORP.
966;2412|2412;;;1;0;1;0;6;Cisco Systems, Inc|MICROSOFT CORP.
967;2412|2412|6015|5180;;;1;1;1;0;6;MICROSOFT CORP.|Atheros Communications, Inc.|Cisco Systems, Inc|MICROSOFT CORP.
968;2412|2412;;;1;0;1;0;6;Cisco Systems, Inc|MICROSOFT CORP.
969;2412|2412|6015;;;1;0;1;0;6;MICROSOFT CORP.|Atheros Communications, Inc.|Cisco Systems, Inc|MICROSOFT CORP.
970;2437|2437|6015|5500|5500;;;1;1;1;0;6;MICROSOFT CORP.|Atheros Communications, Inc.|Cisco Systems, Inc|MICROSOFT CORP.
971;6415|5240|5240;;;1;1;1;0;6E;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
972;6095|5180|5180;;;1;1;1;0;6E;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
973;2412|2412;;;1;0;1;0;6;Cisco Systems, Inc|MICROSOFT CORP.
974;6335|5320|5320;;;1;1;1;0;6E;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
975;2412;;;1;0;0;0;4;
976;2437;;;1;1;0;0;5;
977;2462|2467|5260;;;1;0;0;0;4;MICROSOFT CORP.|Apple, Inc.|Apple, Inc.|MICROSOFT CORP.
978;2422;;;1;1;1;0;6;
979;5540;;;1;1;1;0;6;
980;2432|2437|2442;;;1;0;1;0;6;Broadcom|Apple, Inc.|Apple, Inc.
981;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
982;2462|2462;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
983;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
984;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Cisco Systems, Inc|MICROSOFT CORP.
985;5660;;;1;0;0;0;4;
986;2412|2412|5220|5220;;;1;1;1;0;6;MICROSOFT CORP.|Atheros Communications, Inc.|Cisco Systems, Inc|MICROSOFT CORP.
987;5180|2457|2462|2467;;;1;1;0;0;5;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
988;2442|2447|2452|5220|5660;;;1;1;0;0;4;Epigram, Inc.|Broadcom|Epigram, Inc.
989;2462;;;1;0;0;0;4;
990;2427;;;1;0;0;0;4;
991;2457|2462|2467;;;1;0;0;0;4;Broadcom|Broadcom
992;2467;;;1;0;1;0;6;
