# AP's MAC (anonymized); channels; BSSIDs (anonymized); ESSIDs (anonymized); 802.11n; 802.11ac; 802.11ax; 802.11be; Manufacturers
1;2452;;;1;0;0;0;4;20722,11306301,20722,57596
2;2457;;;1;0;0;0;4;20722,11306301,20722,57596
3;2462;;;1;0;0;0;4;20722,11306301,20722,57596
4;2452;;;1;0;0;0;4;20722,11306301
5;2457;;;1;0;0;0;4;20722,11306301
6;2462;;;1;0;0;0;4;20722,11306301
7;5180;;;1;1;0;0;5;20722,11306301,20722,57596
8;5180;;;1;1;0;0;5;20722,11306301
9;2462;;;1;0;0;0;4;20722,20722,20722,3139
10;2467;;;1;0;0;0;4;20722,20722,20722,3139
11;5220;;;1;1;1;0;6;6130,6130,36940,4120,20722
12;5180;;;1;1;0;0;5;20722
13;5745;;;1;1;0;0;5;20722,3303
14;2412;;;1;1;0;0;5;20722,9240048,5682,20722
15;2417;;;1;1;0;0;5;20722,9240048,5682,20722
16;2452;;;1;0;0;0;4;20722,57420
17;2457;;;1;0;0;0;4;20722,57420
18;2462;;;1;0;0;0;4;20722,57420
19;2457;;;1;0;0;0;4;3303,20722,3139
20;2462;;;1;0;0;0;4;3303,20722,3139
21;2467;;;1;0;0;0;4;3303,20722,3139
22;2457;;;1;0;0;0;4;3303,20722,3139
23;2462;;;1;0;0;0;4;3303,20722,3139
24;2467;;;1;0;0;0;4;3303,20722,3139
25;5260;;;1;1;0;0;5;20722,3139,3303,3303
26;5500;;;1;1;0;0;5;20722,3139,3303,3303
27;5200;;;1;1;1;0;6;9240048,20722,9240048,9240048,6877
28;5745;;;1;1;0;0;5;20722,9240048,6130
29;2437;;;1;1;0;0;5;20722,3303
30;2452;;;1;1;0;0;5;20722,3303
31;2457;;;1;1;0;0;5;20722,3303
32;2462;;;1;1;0;0;5;20722,3303
33;5180;;;1;1;0;0;5;20722,20722,3139,3303
34;2442;;;1;1;0;0;5;20722,6130
35;2447;;;1;1;0;0;5;20722,6130
36;2452;;;1;1;0;0;5;20722,6130
37;2412;;;1;0;0;0;4;20722,895,9240048,9240048,5485
38;2417;;;1;0;0;0;4;20722,895,9240048,9240048,5485
39;5180;;;1;1;0;0;5;20722,895,9240048,9240048,5485
40;5765;;;1;1;0;0;5;20722,4120,20722
41;5745;;;1;1;0;0;5;20722,9240048,5682,20722
42;2412;;;1;0;0;0;4;20722,895,9240048,9240048,5485
43;2417;;;1;0;0;0;4;20722,895,9240048,9240048,5485
44;5180;;;1;1;0;0;5;20722,895,9240048,9240048,5485
45;2437;;;1;0;0;0;4;20722,5682,20722
46;5745;;;1;1;0;0;5;20722,11306301,11306301
47;2427;;;1;0;0;0;4;20722,4120,20722
48;2432;;;1;0;0;0;4;20722,4120,20722
49;2437;;;1;0;0;0;4;20722,4120,20722
50;2437;;;1;0;0;0;4;20722,2950,2950
51;2432;;;1;0;0;0;4;20722,2950
52;2437;;;1;0;0;0;4;20722,2950
53;2442;;;1;0;0;0;4;20722,2950
54;2437;;;1;0;0;0;4;20722,2950
55;5745;;;1;1;0;0;5;20722,2950,2950
56;5745;;;1;1;0;0;5;20722,2950
57;5745;;;1;1;0;0;5;20722,2950
58;2437;;;1;0;0;0;4;20722,2950,2950
59;2432;;;1;0;0;0;4;20722,2950
60;2437;;;1;0;0;0;4;20722,2950
61;2442;;;1;0;0;0;4;20722,2950
62;2437;;;1;0;0;0;4;20722,2950
63;5500;;;1;1;0;0;5;20722,2950,2950
64;5500;;;1;1;0;0;5;20722,2950
65;5500;;;1;1;0;0;5;20722,2950
66;2437;;;1;0;0;0;4;20722,2950,2950
67;2437;;;1;0;0;0;4;20722,2950
68;2432;;;1;0;0;0;4;20722,2950
69;2437;;;1;0;0;0;4;20722,2950
70;2442;;;1;0;0;0;4;20722,2950
71;5805;;;1;1;0;0;5;20722,2950,2950
72;5805;;;1;1;0;0;5;20722,2950
73;5805;;;1;1;0;0;5;20722,2950
74;5805;;;1;1;1;0;6;36940,4120,20722
75;2417;;;1;1;0;0;5;20722,3139,3303
76;2422;;;1;1;0;0;5;20722,3139,3303
77;2427;;;1;1;0;0;5;20722,3139,3303
78;2437;;;1;0;0;0;4;5682,20722,36940,4120,20722
79;2457;;;1;0;0;0;4;20722
80;2462;;;1;0;0;0;4;20722
81;5180;;;1;1;0;0;5;20722
82;5200;;;1;1;0;0;5;20722
83;5240;;;1;1;0;0;5;20722
84;2457;;;1;0;0;0;4;20722,20722,36940,36940,57420,20722
85;2462;;;1;0;0;0;4;20722,20722,36940,36940,57420,20722
86;5220;;;1;1;1;0;6;6130,6130,36940,4120,20722
87;5220;;;1;1;1;0;6;6130,6130,36940,4120,20722
88;5220;;;1;1;0;0;5;20722,9240048
89;2412;;;1;0;0;0;4;20722,895,20722
90;2417;;;1;0;0;0;4;20722,895,20722
91;5500;;;1;1;0;0;5;20722,895,20722
92;5745;;;1;1;0;0;5;20722,9240048,5682,20722
93;2457;;;1;1;0;0;5;20722,9240048,5682,20722
94;2462;;;1;1;0;0;5;20722,9240048,5682,20722
95;2467;;;1;1;0;0;5;20722,9240048,5682,20722
96;5220;;;1;1;1;0;6;6130,6130,36940,4120,20722
97;2462;;;1;0;0;0;4;20722,20722,36940,36940,57420
98;2457;;;1;0;0;0;4;20722,36940,36940,57420
99;2462;;;1;0;0;0;4;20722,36940,36940,57420
